City,count,mean,std,min,25%,50%,75%,max
312301,494.0,170.20242914979758,137.8485054711102,-18.0,67.0,129.0,231.0,630.0
312302,421.0,175.78384798099762,142.99929512119206,-30.0,72.0,126.0,238.0,677.0
312303,355.0,169.41971830985915,142.2179879876841,-46.0,65.0,118.0,238.0,611.0
312304,306.0,170.7450980392157,145.81580698283685,-15.0,69.5,118.0,220.75,672.0
312305,233.0,183.68669527896995,157.52293386333005,-35.0,77.0,129.0,239.0,662.0
312306,235.0,172.03404255319148,152.10693673752488,-34.0,65.0,118.0,246.5,691.0
312307,212.0,158.62264150943398,132.38984173958724,-25.0,68.0,114.0,234.0,650.0
312308,172.0,171.21511627906978,130.41115908324983,-5.0,71.75,137.0,238.75,622.0
312401,729.0,181.4787379972565,149.5838086985981,-13.0,74.0,128.0,254.0,675.0
312402,712.0,178.17415730337078,144.3533931572994,-19.0,72.75,128.5,246.5,655.0
312403,588.0,192.16156462585033,145.8123555040861,-13.0,80.0,146.0,277.0,673.0
312404,557.0,189.30341113105925,148.56546484448654,-10.0,74.0,143.0,264.0,666.0
312405,474.0,199.61814345991561,153.18617425543115,-41.0,78.0,155.0,286.75,675.0
312406,474.0,184.66033755274262,150.03806644780295,-19.0,70.0,131.0,264.0,675.0
312407,303.0,197.83168316831683,157.7845418342987,-41.0,79.0,139.0,292.5,643.0
312408,351.0,183.12535612535612,147.37416408904323,-28.0,69.0,129.0,261.0,657.0
312501,490.0,173.5326530612245,147.05315301258514,-11.0,64.25,117.5,249.75,636.0
312502,444.0,169.43693693693695,147.93822481597704,-18.0,61.5,112.0,229.75,670.0
312503,376.0,163.40159574468086,141.15682398469727,-25.0,62.75,110.0,232.25,630.0
312504,353.0,172.20113314447593,148.76203846956867,-19.0,59.0,120.0,261.0,690.0
312505,328.0,182.6341463414634,143.14757998705312,-8.0,75.75,127.5,272.5,646.0
312601,491.0,208.47454175152748,161.88996282920263,-5.0,79.5,166.0,301.5,683.0
312602,351.0,215.81766381766383,178.37363939202234,-16.0,79.0,153.0,315.5,695.0
312603,310.0,204.1516129032258,167.4012665987889,-9.0,73.0,141.0,298.0,664.0
312604,311.0,221.84565916398714,178.3761212107527,-10.0,80.5,156.0,352.0,660.0
312605,306.0,222.55882352941177,179.62348089574252,-12.0,80.0,155.0,364.0,672.0
312606,306.0,191.65686274509804,156.27026788509536,-25.0,75.25,146.5,271.5,690.0
312607,237.0,207.19409282700423,156.60986114873242,0.0,78.0,162.0,307.0,643.0
312608,239.0,196.86610878661088,170.62534163454174,-25.0,67.5,118.0,299.0,692.0
312609,208.0,204.20192307692307,164.09001770164872,-10.0,79.0,140.5,287.5,638.0
312701,588.0,105.08673469387755,110.9430888109185,-18.0,35.0,65.0,130.0,695.0
312702,493.0,99.85395537525355,108.11969696368155,-30.0,35.0,65.0,117.0,539.0
312703,497.0,90.28571428571429,95.37076871529149,-30.0,35.0,59.0,106.0,538.0
312704,446.0,94.45291479820628,100.00119674801607,-18.0,35.0,60.0,113.75,569.0
312705,374.0,95.50267379679144,101.49133928536071,-15.0,34.0,61.0,113.75,541.0
312706,374.0,95.97058823529412,98.25196962287166,-40.0,35.0,64.0,113.75,548.0
312707,353.0,92.30311614730878,101.29979929325106,-30.0,34.0,60.0,105.0,620.0
312708,355.0,105.76338028169015,113.37854852386131,-15.0,36.0,65.0,122.0,657.0
312709,282.0,99.33687943262412,95.80973502446773,-30.0,40.0,70.0,127.5,562.0
312710,258.0,68.59302325581395,71.45487181430988,-21.0,31.0,47.0,75.0,390.0
312801,472.0,168.07203389830508,143.23233654136428,-19.0,67.0,116.0,232.0,691.0
312802,424.0,163.10849056603774,137.2027800708934,-6.0,64.75,128.5,215.25,690.0
312803,326.0,173.89877300613497,151.52723704905537,-9.0,65.0,114.0,245.5,637.0
312804,280.0,185.65357142857144,150.84138452258458,-15.0,69.25,141.5,257.0,667.0
312805,233.0,164.4420600858369,133.97776236947254,2.0,72.0,118.0,223.0,675.0
312806,696.0,183.25574712643677,154.59374691632274,-10.0,66.0,124.0,273.25,664.0
312901,802.0,166.58728179551122,146.1582197699978,-12.0,62.0,116.0,229.75,695.0
312902,548.0,169.6094890510949,146.78346816896376,-19.0,64.75,121.0,231.0,690.0
312903,509.0,159.7721021611002,138.99954373013745,-10.0,65.0,114.0,211.0,706.0
312904,461.0,166.6355748373102,144.54926027041157,-5.0,65.0,116.0,226.0,710.0
312905,436.0,161.4334862385321,139.63342048905545,-25.0,62.0,115.0,234.0,655.0
312906,385.0,171.83116883116884,146.79868607827305,-9.0,69.0,120.0,226.0,691.0
312907,370.0,175.26486486486488,145.30653556217612,-25.0,65.0,122.0,252.25,685.0
312908,348.0,163.17241379310346,137.67622351775452,-10.0,63.0,117.5,230.5,684.0
312909,342.0,173.54093567251462,147.79927069868546,-40.0,69.0,117.0,234.75,649.0
312910,218.0,184.42660550458714,157.64641830988683,0.0,61.0,135.5,258.0,654.0
313001,654.0,183.30428134556576,155.542367041551,-21.0,60.25,136.0,273.0,670.0
313002,590.0,180.964406779661,151.51320636205045,-10.0,68.0,129.0,258.0,672.0
313003,498.0,170.1164658634538,144.49191663827654,-29.0,62.25,122.5,243.25,653.0
313004,468.0,182.33760683760684,162.83350660695697,-60.0,63.0,122.0,255.5,690.0
313005,423.0,180.67612293144208,145.80140220008488,-10.0,70.0,135.0,251.5,671.0
313006,235.0,179.19574468085105,152.49888602289897,-18.0,69.0,120.0,255.0,673.0
313007,236.0,199.85169491525423,162.46337471804102,-6.0,70.75,151.5,280.0,670.0
313008,236.0,188.97881355932202,160.78235446301773,-12.0,69.0,134.0,263.0,680.0
313009,235.0,203.27659574468086,170.24623973000894,8.0,74.5,149.0,285.0,685.0
313010,233.0,165.39484978540773,143.94945942903948,-13.0,62.0,116.0,237.0,670.0
313011,213.0,168.01408450704224,145.34073429694084,-25.0,65.0,121.0,246.0,675.0
313012,210.0,179.47619047619048,159.6646962226398,-12.0,58.0,120.5,271.0,650.0
313013,213.0,179.78403755868544,158.36183886324864,-30.0,60.0,128.0,257.0,660.0
313014,211.0,182.32701421800948,139.78157171303542,-6.0,65.0,141.0,273.0,598.0
313015,209.0,172.99521531100478,145.4083275048782,-2.0,61.0,129.0,234.0,649.0
313016,214.0,195.8551401869159,156.63201858417997,-15.0,66.5,141.0,295.75,627.0
313017,460.0,183.24565217391304,155.0796354657021,-3.0,67.0,130.0,267.25,685.0
313101,1171.0,150.29291204099061,125.26271377604117,-8.0,65.0,110.0,194.0,695.0
313201,450.0,171.24444444444444,144.00373596297504,-18.0,70.0,120.5,228.5,680.0
313202,303.0,163.33333333333334,140.92928729565065,-5.0,62.5,115.0,231.5,659.0
313203,262.0,169.25572519083968,143.35244281077635,-30.0,66.75,120.5,241.0,605.0
313204,257.0,180.57976653696497,156.85145010967474,-12.0,66.0,112.0,261.0,688.0
313205,234.0,164.85897435897436,142.29387390192352,1.0,67.25,115.5,217.0,661.0
313206,232.0,172.88362068965517,153.72849313216685,-9.0,59.75,113.0,254.0,638.0
313207,234.0,159.81196581196582,140.1741058185917,-19.0,56.0,116.5,221.25,619.0
313208,234.0,157.55555555555554,137.73676108893164,-20.0,59.25,106.5,209.75,641.0
313209,270.0,161.31851851851852,144.1135266993446,-14.0,60.0,111.0,220.0,631.0
313301,474.0,177.35864978902953,141.56843442987466,-38.0,70.0,130.0,258.75,685.0
313302,472.0,172.77330508474577,147.04579022832567,-17.0,61.75,123.0,234.75,661.0
313303,402.0,145.7537313432836,123.77637122376854,-27.0,61.0,107.5,194.75,607.0
313304,352.0,170.6931818181818,149.0828835386751,-16.0,60.0,120.5,256.75,670.0
313305,332.0,160.69277108433735,145.09174785292558,-13.0,60.0,107.5,218.0,685.0
313306,285.0,162.47368421052633,147.42454566386053,-15.0,59.0,108.0,217.0,687.0
313307,278.0,168.4496402877698,141.02285954137912,-37.0,68.0,122.0,240.5,695.0
313308,237.0,155.16033755274262,139.52646773958546,-15.0,60.0,105.0,211.0,670.0
313309,189.0,185.96825396825398,154.80625862746322,4.0,69.0,134.0,239.0,659.0
313310,170.0,134.3764705882353,120.23467944530687,-4.0,50.0,96.0,170.75,598.0
313401,493.0,180.11764705882354,148.58442603278806,-12.0,63.0,132.0,268.0,700.0
313402,475.0,170.54947368421054,142.63926932926185,-11.0,63.0,125.0,227.0,671.0
313403,400.0,170.0475,136.78160791718682,-22.0,70.0,125.0,234.0,668.0
313404,283.0,169.46289752650176,136.63792761863374,-1.0,72.0,121.0,230.5,667.0
313405,281.0,170.97864768683274,144.12142539100893,-20.0,66.0,120.0,241.0,690.0
313406,284.0,168.34859154929578,134.6437320919501,-5.0,67.75,124.0,239.75,621.0
313407,280.0,171.42142857142858,148.53804011080473,-16.0,65.0,121.0,236.0,670.0
313408,234.0,190.89743589743588,155.92101470300656,-6.0,71.75,132.5,282.75,664.0
313409,209.0,171.17703349282297,137.35850148986827,-1.0,75.0,118.0,234.0,623.0
313410,213.0,190.7699530516432,147.0393627137371,-30.0,74.0,140.0,280.0,608.0
313411,206.0,165.1359223300971,135.73910043247793,-13.0,68.5,113.5,232.75,617.0
313501,1064.0,204.328007518797,167.07738002964103,-16.0,71.0,145.0,312.0,677.0
313502,428.0,195.8341121495327,165.48286610447417,-7.0,68.75,129.0,297.25,665.0
313503,213.0,200.84976525821597,171.57867429841403,1.0,68.0,131.0,307.0,647.0
313504,213.0,186.92018779342723,152.00170125649987,-3.0,66.0,136.0,282.0,670.0
313505,243.0,207.07407407407408,169.24397601089962,-6.0,73.5,147.0,310.0,680.0
320101,576.0,203.234375,141.0198096437395,-20.0,98.75,165.5,288.25,640.0
320102,582.0,206.58591065292097,149.415713462058,-11.0,91.0,156.5,305.75,647.0
320103,527.0,203.27514231499052,147.41843852076903,-8.0,83.0,162.0,298.0,651.0
320104,466.0,201.9785407725322,146.357051880958,-10.0,86.0,159.5,287.25,621.0
320105,465.0,193.70322580645163,140.0817421860611,5.0,93.0,148.0,269.0,637.0
320106,464.0,205.34913793103448,150.13046478692658,-31.0,90.75,160.0,288.75,637.0
320107,417.0,195.58273381294964,137.16339389297377,-8.0,87.0,157.0,279.0,616.0
320108,371.0,206.8490566037736,147.66539556173916,-43.0,88.0,167.0,304.5,661.0
320109,374.0,205.16042780748663,145.88081710703602,-10.0,86.0,165.5,295.25,662.0
320110,374.0,201.87967914438502,140.16483579890803,-5.0,94.25,163.0,276.5,618.0
320111,349.0,219.30085959885386,150.53610528212772,-48.0,97.0,185.0,327.0,636.0
320112,350.0,217.7,146.59414667558028,7.0,100.0,181.0,307.75,661.0
320113,353.0,214.96600566572238,144.19610218919507,-3.0,101.0,183.0,293.0,614.0
320114,354.0,221.1271186440678,160.24226771250446,-26.0,90.25,179.5,333.5,665.0
320115,326.0,210.8957055214724,151.6799307650334,-4.0,83.25,170.5,314.75,604.0
320116,306.0,213.29738562091504,152.04369451681623,5.0,85.25,173.5,303.25,594.0
